chr	pos	sample	meth_prop	cov
chr7	3004027	nsc_1_mat	1	1
chr7	3004027	nsc_1_pat	NA	0
chr7	3004027	nsc_2_mat	0.5	2
chr7	3004027	nsc_2_pat	NA	0
chr7	3004027	nsc_3_mat	0.25	4
chr7	3004027	nsc_3_pat	1	2
chr7	3004108	nsc_1_mat	NA	0
chr7	3004108	nsc_1_pat	NA	0
chr7	3004108	nsc_2_mat	NA	0
chr7	3004108	nsc_2_pat	NA	0
chr7	3004108	nsc_3_mat	1	1
chr7	3004108	nsc_3_pat	NA	0
chr7	3004448	nsc_1_mat	0	1
chr7	3004448	nsc_1_pat	NA	0
chr7	3004448	nsc_2_mat	0	2
chr7	3004448	nsc_2_pat	NA	0
chr7	3004448	nsc_3_mat	1	1
chr7	3004448	nsc_3_pat	0.5	2
chr7	3004611	nsc_1_mat	NA	0
chr7	3004611	nsc_1_pat	NA	0
chr7	3004611	nsc_2_mat	NA	0
chr7	3004611	nsc_2_pat	NA	0
chr7	3004611	nsc_3_mat	NA	0
chr7	3004611	nsc_3_pat	1	1
chr7	3004807	nsc_1_mat	1	1
chr7	3004807	nsc_1_pat	NA	0
chr7	3004807	nsc_2_mat	0.5	2
chr7	3004807	nsc_2_pat	NA	0
chr7	3004807	nsc_3_mat	0.5	4
chr7	3004807	nsc_3_pat	1	2
chr7	3004893	nsc_1_mat	1	1
chr7	3004893	nsc_1_pat	NA	0
chr7	3004893	nsc_2_mat	1	2
chr7	3004893	nsc_2_pat	NA	0
chr7	3004893	nsc_3_mat	1	2
chr7	3004893	nsc_3_pat	NA	0
chr7	3004910	nsc_1_mat	NA	0
chr7	3004910	nsc_1_pat	NA	0
chr7	3004910	nsc_2_mat	NA	0
chr7	3004910	nsc_2_pat	NA	0
chr7	3004910	nsc_3_mat	1	1
chr7	3004910	nsc_3_pat	NA	0
chr7	3005078	nsc_1_mat	NA	0
chr7	3005078	nsc_1_pat	NA	0
chr7	3005078	nsc_2_mat	0	2
chr7	3005078	nsc_2_pat	NA	0
chr7	3005078	nsc_3_mat	0.6666666666666666	3
chr7	3005078	nsc_3_pat	1	1
chr7	3005407	nsc_1_mat	NA	0
chr7	3005407	nsc_1_pat	NA	0
chr7	3005407	nsc_2_mat	1	1
chr7	3005407	nsc_2_pat	NA	0
chr7	3005407	nsc_3_mat	1	1
chr7	3005407	nsc_3_pat	NA	0
chr7	3005446	nsc_1_mat	NA	0
chr7	3005446	nsc_1_pat	NA	0
chr7	3005446	nsc_2_mat	NA	0
chr7	3005446	nsc_2_pat	NA	0
chr7	3005446	nsc_3_mat	1	1
chr7	3005446	nsc_3_pat	NA	0
chr7	3005490	nsc_1_mat	NA	0
chr7	3005490	nsc_1_pat	NA	0
chr7	3005490	nsc_2_mat	NA	0
chr7	3005490	nsc_2_pat	NA	0
chr7	3005490	nsc_3_mat	NA	0
chr7	3005490	nsc_3_pat	1	2
chr7	3005529	nsc_1_mat	0	1
chr7	3005529	nsc_1_pat	NA	0
chr7	3005529	nsc_2_mat	0.5	2
chr7	3005529	nsc_2_pat	NA	0
chr7	3005529	nsc_3_mat	0.75	4
chr7	3005529	nsc_3_pat	0	1
chr7	3005593	nsc_1_mat	0	1
chr7	3005593	nsc_1_pat	NA	0
chr7	3005593	nsc_2_mat	1	2
chr7	3005593	nsc_2_pat	NA	0
chr7	3005593	nsc_3_mat	1	3
chr7	3005593	nsc_3_pat	1	1
chr7	3005604	nsc_1_mat	1	1
chr7	3005604	nsc_1_pat	NA	0
chr7	3005604	nsc_2_mat	1	2
chr7	3005604	nsc_2_pat	NA	0
chr7	3005604	nsc_3_mat	1	3
chr7	3005604	nsc_3_pat	1	2
chr7	3005628	nsc_1_mat	1	1
chr7	3005628	nsc_1_pat	NA	0
chr7	3005628	nsc_2_mat	1	1
chr7	3005628	nsc_2_pat	NA	0
chr7	3005628	nsc_3_mat	0.5	4
chr7	3005628	nsc_3_pat	0	1
chr7	3005630	nsc_1_mat	NA	0
chr7	3005630	nsc_1_pat	NA	0
chr7	3005630	nsc_2_mat	NA	0
chr7	3005630	nsc_2_pat	NA	0
chr7	3005630	nsc_3_mat	NA	0
chr7	3005630	nsc_3_pat	1	1
chr7	3005734	nsc_1_mat	1	1
chr7	3005734	nsc_1_pat	NA	0
chr7	3005734	nsc_2_mat	NA	0
chr7	3005734	nsc_2_pat	NA	0
chr7	3005734	nsc_3_mat	NA	0
chr7	3005734	nsc_3_pat	NA	0
chr7	3005742	nsc_1_mat	NA	0
chr7	3005742	nsc_1_pat	NA	0
chr7	3005742	nsc_2_mat	NA	0
chr7	3005742	nsc_2_pat	NA	0
chr7	3005742	nsc_3_mat	NA	0
chr7	3005742	nsc_3_pat	1	1
chr7	3005832	nsc_1_mat	NA	0
chr7	3005832	nsc_1_pat	NA	0
chr7	3005832	nsc_2_mat	NA	0
chr7	3005832	nsc_2_pat	NA	0
chr7	3005832	nsc_3_mat	NA	0
chr7	3005832	nsc_3_pat	1	1
chr7	3005851	nsc_1_mat	NA	0
chr7	3005851	nsc_1_pat	NA	0
chr7	3005851	nsc_2_mat	NA	0
chr7	3005851	nsc_2_pat	NA	0
chr7	3005851	nsc_3_mat	NA	0
chr7	3005851	nsc_3_pat	1	1
chr7	3005919	nsc_1_mat	1	1
chr7	3005919	nsc_1_pat	NA	0
chr7	3005919	nsc_2_mat	NA	0
chr7	3005919	nsc_2_pat	NA	0
chr7	3005919	nsc_3_mat	NA	0
chr7	3005919	nsc_3_pat	NA	0
chr7	3005935	nsc_1_mat	NA	0
chr7	3005935	nsc_1_pat	NA	0
chr7	3005935	nsc_2_mat	NA	0
chr7	3005935	nsc_2_pat	NA	0
chr7	3005935	nsc_3_mat	NA	0
chr7	3005935	nsc_3_pat	1	1
chr7	3005957	nsc_1_mat	0	1
chr7	3005957	nsc_1_pat	NA	0
chr7	3005957	nsc_2_mat	NA	0
chr7	3005957	nsc_2_pat	NA	0
chr7	3005957	nsc_3_mat	NA	0
chr7	3005957	nsc_3_pat	NA	0
chr7	3006036	nsc_1_mat	NA	0
chr7	3006036	nsc_1_pat	NA	0
chr7	3006036	nsc_2_mat	NA	0
chr7	3006036	nsc_2_pat	NA	0
chr7	3006036	nsc_3_mat	0	1
chr7	3006036	nsc_3_pat	NA	0
chr7	3006245	nsc_1_mat	1	1
chr7	3006245	nsc_1_pat	NA	0
chr7	3006245	nsc_2_mat	0	1
chr7	3006245	nsc_2_pat	NA	0
chr7	3006245	nsc_3_mat	0.6666666666666666	3
chr7	3006245	nsc_3_pat	0	1
chr7	3006381	nsc_1_mat	NA	0
chr7	3006381	nsc_1_pat	NA	0
chr7	3006381	nsc_2_mat	NA	0
chr7	3006381	nsc_2_pat	NA	0
chr7	3006381	nsc_3_mat	NA	0
chr7	3006381	nsc_3_pat	1	1
chr7	3006440	nsc_1_mat	0	1
chr7	3006440	nsc_1_pat	NA	0
chr7	3006440	nsc_2_mat	0	2
chr7	3006440	nsc_2_pat	NA	0
chr7	3006440	nsc_3_mat	0	4
chr7	3006440	nsc_3_pat	0.5	2
chr7	3006507	nsc_1_mat	NA	0
chr7	3006507	nsc_1_pat	NA	0
chr7	3006507	nsc_2_mat	NA	0
chr7	3006507	nsc_2_pat	NA	0
chr7	3006507	nsc_3_mat	1	1
chr7	3006507	nsc_3_pat	NA	0
chr7	3006570	nsc_1_mat	NA	0
chr7	3006570	nsc_1_pat	NA	0
chr7	3006570	nsc_2_mat	NA	0
chr7	3006570	nsc_2_pat	NA	0
chr7	3006570	nsc_3_mat	NA	0
chr7	3006570	nsc_3_pat	0	1
chr7	3006629	nsc_1_mat	NA	0
chr7	3006629	nsc_1_pat	NA	0
chr7	3006629	nsc_2_mat	NA	0
chr7	3006629	nsc_2_pat	NA	0
chr7	3006629	nsc_3_mat	NA	0
chr7	3006629	nsc_3_pat	1	1
chr7	3006648	nsc_1_mat	NA	0
chr7	3006648	nsc_1_pat	NA	0
chr7	3006648	nsc_2_mat	NA	0
chr7	3006648	nsc_2_pat	NA	0
chr7	3006648	nsc_3_mat	NA	0
chr7	3006648	nsc_3_pat	0	1
chr7	3006684	nsc_1_mat	1	1
chr7	3006684	nsc_1_pat	NA	0
chr7	3006684	nsc_2_mat	NA	0
chr7	3006684	nsc_2_pat	NA	0
chr7	3006684	nsc_3_mat	NA	0
chr7	3006684	nsc_3_pat	NA	0
chr7	3006814	nsc_1_mat	NA	0
chr7	3006814	nsc_1_pat	NA	0
chr7	3006814	nsc_2_mat	NA	0
chr7	3006814	nsc_2_pat	NA	0
chr7	3006814	nsc_3_mat	NA	0
chr7	3006814	nsc_3_pat	0	1
chr7	3006821	nsc_1_mat	NA	0
chr7	3006821	nsc_1_pat	NA	0
chr7	3006821	nsc_2_mat	NA	0
chr7	3006821	nsc_2_pat	NA	0
chr7	3006821	nsc_3_mat	NA	0
chr7	3006821	nsc_3_pat	1	1
chr7	3006861	nsc_1_mat	NA	0
chr7	3006861	nsc_1_pat	NA	0
chr7	3006861	nsc_2_mat	NA	0
chr7	3006861	nsc_2_pat	NA	0
chr7	3006861	nsc_3_mat	NA	0
chr7	3006861	nsc_3_pat	0	1
chr7	3006902	nsc_1_mat	1	1
chr7	3006902	nsc_1_pat	NA	0
chr7	3006902	nsc_2_mat	0.5	2
chr7	3006902	nsc_2_pat	NA	0
chr7	3006902	nsc_3_mat	1	4
chr7	3006902	nsc_3_pat	1	2
chr7	3006920	nsc_1_mat	NA	0
chr7	3006920	nsc_1_pat	NA	0
chr7	3006920	nsc_2_mat	NA	0
chr7	3006920	nsc_2_pat	NA	0
chr7	3006920	nsc_3_mat	NA	0
chr7	3006920	nsc_3_pat	0	1
chr7	3006975	nsc_1_mat	NA	0
chr7	3006975	nsc_1_pat	NA	0
chr7	3006975	nsc_2_mat	NA	0
chr7	3006975	nsc_2_pat	NA	0
chr7	3006975	nsc_3_mat	NA	0
chr7	3006975	nsc_3_pat	0	1
chr7	3006985	nsc_1_mat	NA	0
chr7	3006985	nsc_1_pat	NA	0
chr7	3006985	nsc_2_mat	NA	0
chr7	3006985	nsc_2_pat	NA	0
chr7	3006985	nsc_3_mat	NA	0
chr7	3006985	nsc_3_pat	0	1
chr7	3007003	nsc_1_mat	NA	0
chr7	3007003	nsc_1_pat	NA	0
chr7	3007003	nsc_2_mat	NA	0
chr7	3007003	nsc_2_pat	NA	0
chr7	3007003	nsc_3_mat	NA	0
chr7	3007003	nsc_3_pat	0	1
chr7	3007027	nsc_1_mat	1	1
chr7	3007027	nsc_1_pat	NA	0
chr7	3007027	nsc_2_mat	1	2
chr7	3007027	nsc_2_pat	NA	0
chr7	3007027	nsc_3_mat	0.5	4
chr7	3007027	nsc_3_pat	1	2
chr7	3007046	nsc_1_mat	NA	0
chr7	3007046	nsc_1_pat	NA	0
chr7	3007046	nsc_2_mat	NA	0
chr7	3007046	nsc_2_pat	NA	0
chr7	3007046	nsc_3_mat	NA	0
chr7	3007046	nsc_3_pat	1	1
chr7	3007106	nsc_1_mat	NA	0
chr7	3007106	nsc_1_pat	NA	0
chr7	3007106	nsc_2_mat	NA	0
chr7	3007106	nsc_2_pat	NA	0
chr7	3007106	nsc_3_mat	1	1
chr7	3007106	nsc_3_pat	NA	0
chr7	3007164	nsc_1_mat	NA	0
chr7	3007164	nsc_1_pat	NA	0
chr7	3007164	nsc_2_mat	NA	0
chr7	3007164	nsc_2_pat	NA	0
chr7	3007164	nsc_3_mat	NA	0
chr7	3007164	nsc_3_pat	0	1
chr7	3007170	nsc_1_mat	NA	0
chr7	3007170	nsc_1_pat	NA	0
chr7	3007170	nsc_2_mat	NA	0
chr7	3007170	nsc_2_pat	NA	0
chr7	3007170	nsc_3_mat	NA	0
chr7	3007170	nsc_3_pat	0	1
chr7	3007287	nsc_1_mat	0	1
chr7	3007287	nsc_1_pat	NA	0
chr7	3007287	nsc_2_mat	0	2
chr7	3007287	nsc_2_pat	NA	0
chr7	3007287	nsc_3_mat	0.5	4
chr7	3007287	nsc_3_pat	1	1
chr7	3007290	nsc_1_mat	NA	0
chr7	3007290	nsc_1_pat	NA	0
chr7	3007290	nsc_2_mat	NA	0
chr7	3007290	nsc_2_pat	NA	0
chr7	3007290	nsc_3_mat	0	1
chr7	3007290	nsc_3_pat	NA	0
chr7	3007341	nsc_1_mat	NA	0
chr7	3007341	nsc_1_pat	NA	0
chr7	3007341	nsc_2_mat	NA	0
chr7	3007341	nsc_2_pat	NA	0
chr7	3007341	nsc_3_mat	1	1
chr7	3007341	nsc_3_pat	NA	0
chr7	3007416	nsc_1_mat	NA	0
chr7	3007416	nsc_1_pat	NA	0
chr7	3007416	nsc_2_mat	NA	0
chr7	3007416	nsc_2_pat	NA	0
chr7	3007416	nsc_3_mat	1	1
chr7	3007416	nsc_3_pat	NA	0
chr7	3007505	nsc_1_mat	NA	0
chr7	3007505	nsc_1_pat	NA	0
chr7	3007505	nsc_2_mat	1	2
chr7	3007505	nsc_2_pat	NA	0
chr7	3007505	nsc_3_mat	1	3
chr7	3007505	nsc_3_pat	NA	0
chr7	3007521	nsc_1_mat	NA	0
chr7	3007521	nsc_1_pat	NA	0
chr7	3007521	nsc_2_mat	NA	0
chr7	3007521	nsc_2_pat	NA	0
chr7	3007521	nsc_3_mat	NA	0
chr7	3007521	nsc_3_pat	1	1
chr7	3007545	nsc_1_mat	NA	0
chr7	3007545	nsc_1_pat	NA	0
chr7	3007545	nsc_2_mat	NA	0
chr7	3007545	nsc_2_pat	NA	0
chr7	3007545	nsc_3_mat	0	1
chr7	3007545	nsc_3_pat	NA	0
chr7	3007608	nsc_1_mat	NA	0
chr7	3007608	nsc_1_pat	NA	0
chr7	3007608	nsc_2_mat	NA	0
chr7	3007608	nsc_2_pat	NA	0
chr7	3007608	nsc_3_mat	0	1
chr7	3007608	nsc_3_pat	NA	0
chr7	3007738	nsc_1_mat	NA	0
chr7	3007738	nsc_1_pat	NA	0
chr7	3007738	nsc_2_mat	NA	0
chr7	3007738	nsc_2_pat	NA	0
chr7	3007738	nsc_3_mat	0	1
chr7	3007738	nsc_3_pat	NA	0
chr7	3007892	nsc_1_mat	1	1
chr7	3007892	nsc_1_pat	NA	0
chr7	3007892	nsc_2_mat	1	1
chr7	3007892	nsc_2_pat	NA	0
chr7	3007892	nsc_3_mat	1	4
chr7	3007892	nsc_3_pat	1	2
chr7	3007898	nsc_1_mat	1	1
chr7	3007898	nsc_1_pat	NA	0
chr7	3007898	nsc_2_mat	1	2
chr7	3007898	nsc_2_pat	NA	0
chr7	3007898	nsc_3_mat	1	3
chr7	3007898	nsc_3_pat	1	1
chr7	3007921	nsc_1_mat	NA	0
chr7	3007921	nsc_1_pat	NA	0
chr7	3007921	nsc_2_mat	NA	0
chr7	3007921	nsc_2_pat	NA	0
chr7	3007921	nsc_3_mat	1	1
chr7	3007921	nsc_3_pat	NA	0
chr7	3007951	nsc_1_mat	NA	0
chr7	3007951	nsc_1_pat	NA	0
chr7	3007951	nsc_2_mat	NA	0
chr7	3007951	nsc_2_pat	NA	0
chr7	3007951	nsc_3_mat	NA	0
chr7	3007951	nsc_3_pat	1	1
chr7	3008004	nsc_1_mat	NA	0
chr7	3008004	nsc_1_pat	NA	0
chr7	3008004	nsc_2_mat	NA	0
chr7	3008004	nsc_2_pat	NA	0
chr7	3008004	nsc_3_mat	NA	0
chr7	3008004	nsc_3_pat	1	2
chr7	3008006	nsc_1_mat	1	1
chr7	3008006	nsc_1_pat	NA	0
chr7	3008006	nsc_2_mat	0.5	2
chr7	3008006	nsc_2_pat	NA	0
chr7	3008006	nsc_3_mat	1	4
chr7	3008006	nsc_3_pat	1	3
chr7	3008057	nsc_1_mat	NA	0
chr7	3008057	nsc_1_pat	NA	0
chr7	3008057	nsc_2_mat	NA	0
chr7	3008057	nsc_2_pat	NA	0
chr7	3008057	nsc_3_mat	NA	0
chr7	3008057	nsc_3_pat	0	1
chr7	3008143	nsc_1_mat	NA	0
chr7	3008143	nsc_1_pat	NA	0
chr7	3008143	nsc_2_mat	NA	0
chr7	3008143	nsc_2_pat	NA	0
chr7	3008143	nsc_3_mat	1	1
chr7	3008143	nsc_3_pat	NA	0
chr7	3008151	nsc_1_mat	1	1
chr7	3008151	nsc_1_pat	NA	0
chr7	3008151	nsc_2_mat	1	2
chr7	3008151	nsc_2_pat	NA	0
chr7	3008151	nsc_3_mat	1	4
chr7	3008151	nsc_3_pat	0.6666666666666666	3
chr7	3008297	nsc_1_mat	1	1
chr7	3008297	nsc_1_pat	NA	0
chr7	3008297	nsc_2_mat	1	2
chr7	3008297	nsc_2_pat	NA	0
chr7	3008297	nsc_3_mat	1	3
chr7	3008297	nsc_3_pat	1	1
chr7	3008299	nsc_1_mat	1	1
chr7	3008299	nsc_1_pat	NA	0
chr7	3008299	nsc_2_mat	1	2
chr7	3008299	nsc_2_pat	NA	0
chr7	3008299	nsc_3_mat	1	1
chr7	3008299	nsc_3_pat	1	1
chr7	3008304	nsc_1_mat	1	1
chr7	3008304	nsc_1_pat	NA	0
chr7	3008304	nsc_2_mat	1	2
chr7	3008304	nsc_2_pat	NA	0
chr7	3008304	nsc_3_mat	1	3
chr7	3008304	nsc_3_pat	0.6666666666666666	3
chr7	3008369	nsc_1_mat	1	1
chr7	3008369	nsc_1_pat	NA	0
chr7	3008369	nsc_2_mat	0.5	2
chr7	3008369	nsc_2_pat	NA	0
chr7	3008369	nsc_3_mat	0.75	4
chr7	3008369	nsc_3_pat	1	3
chr7	3008468	nsc_1_mat	NA	0
chr7	3008468	nsc_1_pat	NA	0
chr7	3008468	nsc_2_mat	NA	0
chr7	3008468	nsc_2_pat	NA	0
chr7	3008468	nsc_3_mat	NA	0
chr7	3008468	nsc_3_pat	0	1
chr7	3008504	nsc_1_mat	NA	0
chr7	3008504	nsc_1_pat	NA	0
chr7	3008504	nsc_2_mat	NA	0
chr7	3008504	nsc_2_pat	NA	0
chr7	3008504	nsc_3_mat	1	1
chr7	3008504	nsc_3_pat	NA	0
chr7	3008527	nsc_1_mat	NA	0
chr7	3008527	nsc_1_pat	NA	0
chr7	3008527	nsc_2_mat	NA	0
chr7	3008527	nsc_2_pat	NA	0
chr7	3008527	nsc_3_mat	NA	0
chr7	3008527	nsc_3_pat	0	1
chr7	3008600	nsc_1_mat	NA	0
chr7	3008600	nsc_1_pat	NA	0
chr7	3008600	nsc_2_mat	NA	0
chr7	3008600	nsc_2_pat	NA	0
chr7	3008600	nsc_3_mat	NA	0
chr7	3008600	nsc_3_pat	1	1
chr7	3008764	nsc_1_mat	0	1
chr7	3008764	nsc_1_pat	NA	0
chr7	3008764	nsc_2_mat	NA	0
chr7	3008764	nsc_2_pat	NA	0
chr7	3008764	nsc_3_mat	NA	0
chr7	3008764	nsc_3_pat	NA	0
chr7	3008771	nsc_1_mat	NA	0
chr7	3008771	nsc_1_pat	NA	0
chr7	3008771	nsc_2_mat	NA	0
chr7	3008771	nsc_2_pat	NA	0
chr7	3008771	nsc_3_mat	1	1
chr7	3008771	nsc_3_pat	NA	0
chr7	3008773	nsc_1_mat	1	1
chr7	3008773	nsc_1_pat	NA	0
chr7	3008773	nsc_2_mat	NA	0
chr7	3008773	nsc_2_pat	NA	0
chr7	3008773	nsc_3_mat	NA	0
chr7	3008773	nsc_3_pat	NA	0
chr7	3008797	nsc_1_mat	1	1
chr7	3008797	nsc_1_pat	NA	0
chr7	3008797	nsc_2_mat	NA	0
chr7	3008797	nsc_2_pat	NA	0
chr7	3008797	nsc_3_mat	NA	0
chr7	3008797	nsc_3_pat	NA	0
chr7	3008816	nsc_1_mat	1	1
chr7	3008816	nsc_1_pat	NA	0
chr7	3008816	nsc_2_mat	0.5	2
chr7	3008816	nsc_2_pat	NA	0
chr7	3008816	nsc_3_mat	1	3
chr7	3008816	nsc_3_pat	1	3
chr7	3008836	nsc_1_mat	1	1
chr7	3008836	nsc_1_pat	NA	0
chr7	3008836	nsc_2_mat	1	2
chr7	3008836	nsc_2_pat	NA	0
chr7	3008836	nsc_3_mat	0.6666666666666666	3
chr7	3008836	nsc_3_pat	0.6666666666666666	3
chr7	3008859	nsc_1_mat	NA	0
chr7	3008859	nsc_1_pat	NA	0
chr7	3008859	nsc_2_mat	NA	0
chr7	3008859	nsc_2_pat	NA	0
chr7	3008859	nsc_3_mat	NA	0
chr7	3008859	nsc_3_pat	0	1
chr7	3008907	nsc_1_mat	NA	0
chr7	3008907	nsc_1_pat	NA	0
chr7	3008907	nsc_2_mat	NA	0
chr7	3008907	nsc_2_pat	NA	0
chr7	3008907	nsc_3_mat	NA	0
chr7	3008907	nsc_3_pat	0	1
chr7	3009033	nsc_1_mat	NA	0
chr7	3009033	nsc_1_pat	NA	0
chr7	3009033	nsc_2_mat	NA	0
chr7	3009033	nsc_2_pat	NA	0
chr7	3009033	nsc_3_mat	0	1
chr7	3009033	nsc_3_pat	NA	0
chr7	3009055	nsc_1_mat	NA	0
chr7	3009055	nsc_1_pat	NA	0
chr7	3009055	nsc_2_mat	NA	0
chr7	3009055	nsc_2_pat	NA	0
chr7	3009055	nsc_3_mat	0	1
chr7	3009055	nsc_3_pat	NA	0
chr7	3009064	nsc_1_mat	NA	0
chr7	3009064	nsc_1_pat	NA	0
chr7	3009064	nsc_2_mat	NA	0
chr7	3009064	nsc_2_pat	NA	0
chr7	3009064	nsc_3_mat	NA	0
chr7	3009064	nsc_3_pat	0	1
chr7	3009073	nsc_1_mat	NA	0
chr7	3009073	nsc_1_pat	NA	0
chr7	3009073	nsc_2_mat	NA	0
chr7	3009073	nsc_2_pat	NA	0
chr7	3009073	nsc_3_mat	NA	0
chr7	3009073	nsc_3_pat	1	1
chr7	3009159	nsc_1_mat	1	2
chr7	3009159	nsc_1_pat	NA	0
chr7	3009159	nsc_2_mat	1	2
chr7	3009159	nsc_2_pat	NA	0
chr7	3009159	nsc_3_mat	1	4
chr7	3009159	nsc_3_pat	1	3
chr7	3009237	nsc_1_mat	NA	0
chr7	3009237	nsc_1_pat	NA	0
chr7	3009237	nsc_2_mat	1	1
chr7	3009237	nsc_2_pat	NA	0
chr7	3009237	nsc_3_mat	NA	0
chr7	3009237	nsc_3_pat	NA	0
chr7	3009275	nsc_1_mat	NA	0
chr7	3009275	nsc_1_pat	NA	0
chr7	3009275	nsc_2_mat	NA	0
chr7	3009275	nsc_2_pat	NA	0
chr7	3009275	nsc_3_mat	NA	0
chr7	3009275	nsc_3_pat	0	1
chr7	3009300	nsc_1_mat	NA	0
chr7	3009300	nsc_1_pat	NA	0
chr7	3009300	nsc_2_mat	NA	0
chr7	3009300	nsc_2_pat	NA	0
chr7	3009300	nsc_3_mat	1	1
chr7	3009300	nsc_3_pat	NA	0
chr7	3009323	nsc_1_mat	NA	0
chr7	3009323	nsc_1_pat	NA	0
chr7	3009323	nsc_2_mat	NA	0
chr7	3009323	nsc_2_pat	NA	0
chr7	3009323	nsc_3_mat	NA	0
chr7	3009323	nsc_3_pat	1	1
chr7	3009361	nsc_1_mat	1	1
chr7	3009361	nsc_1_pat	NA	0
chr7	3009361	nsc_2_mat	1	1
chr7	3009361	nsc_2_pat	NA	0
chr7	3009361	nsc_3_mat	0.6666666666666666	3
chr7	3009361	nsc_3_pat	1	2
chr7	3009362	nsc_1_mat	NA	0
chr7	3009362	nsc_1_pat	NA	0
chr7	3009362	nsc_2_mat	NA	0
chr7	3009362	nsc_2_pat	NA	0
chr7	3009362	nsc_3_mat	NA	0
chr7	3009362	nsc_3_pat	1	1
chr7	3009399	nsc_1_mat	NA	0
chr7	3009399	nsc_1_pat	NA	0
chr7	3009399	nsc_2_mat	1	1
chr7	3009399	nsc_2_pat	NA	0
chr7	3009399	nsc_3_mat	NA	0
chr7	3009399	nsc_3_pat	NA	0
chr7	3009457	nsc_1_mat	0.5	2
chr7	3009457	nsc_1_pat	NA	0
chr7	3009457	nsc_2_mat	0	1
chr7	3009457	nsc_2_pat	NA	0
chr7	3009457	nsc_3_mat	0.75	4
chr7	3009457	nsc_3_pat	1	3
chr7	3009472	nsc_1_mat	NA	0
chr7	3009472	nsc_1_pat	NA	0
chr7	3009472	nsc_2_mat	NA	0
chr7	3009472	nsc_2_pat	NA	0
chr7	3009472	nsc_3_mat	0	1
chr7	3009472	nsc_3_pat	NA	0
chr7	3009474	nsc_1_mat	1	2
chr7	3009474	nsc_1_pat	NA	0
chr7	3009474	nsc_2_mat	1	1
chr7	3009474	nsc_2_pat	NA	0
chr7	3009474	nsc_3_mat	1	4
chr7	3009474	nsc_3_pat	1	2
chr7	3009586	nsc_1_mat	1	1
chr7	3009586	nsc_1_pat	NA	0
chr7	3009586	nsc_2_mat	NA	0
chr7	3009586	nsc_2_pat	NA	0
chr7	3009586	nsc_3_mat	NA	0
chr7	3009586	nsc_3_pat	NA	0
chr7	3009785	nsc_1_mat	NA	0
chr7	3009785	nsc_1_pat	NA	0
chr7	3009785	nsc_2_mat	0	1
chr7	3009785	nsc_2_pat	NA	0
chr7	3009785	nsc_3_mat	NA	0
chr7	3009785	nsc_3_pat	NA	0
chr7	3009836	nsc_1_mat	1	2
chr7	3009836	nsc_1_pat	0	1
chr7	3009836	nsc_2_mat	1	2
chr7	3009836	nsc_2_pat	NA	0
chr7	3009836	nsc_3_mat	0.5	4
chr7	3009836	nsc_3_pat	1	1
chr7	3009858	nsc_1_mat	NA	0
chr7	3009858	nsc_1_pat	NA	0
chr7	3009858	nsc_2_mat	NA	0
chr7	3009858	nsc_2_pat	NA	0
chr7	3009858	nsc_3_mat	NA	0
chr7	3009858	nsc_3_pat	1	1
chr7	3009884	nsc_1_mat	NA	0
chr7	3009884	nsc_1_pat	NA	0
chr7	3009884	nsc_2_mat	NA	0
chr7	3009884	nsc_2_pat	NA	0
chr7	3009884	nsc_3_mat	NA	0
chr7	3009884	nsc_3_pat	1	1
chr7	3009960	nsc_1_mat	NA	0
chr7	3009960	nsc_1_pat	NA	0
chr7	3009960	nsc_2_mat	0	1
chr7	3009960	nsc_2_pat	NA	0
chr7	3009960	nsc_3_mat	NA	0
chr7	3009960	nsc_3_pat	NA	0
chr7	3009963	nsc_1_mat	NA	0
chr7	3009963	nsc_1_pat	NA	0
chr7	3009963	nsc_2_mat	NA	0
chr7	3009963	nsc_2_pat	NA	0
chr7	3009963	nsc_3_mat	0	1
chr7	3009963	nsc_3_pat	NA	0
chr7	3010046	nsc_1_mat	NA	0
chr7	3010046	nsc_1_pat	NA	0
chr7	3010046	nsc_2_mat	NA	0
chr7	3010046	nsc_2_pat	NA	0
chr7	3010046	nsc_3_mat	0	1
chr7	3010046	nsc_3_pat	NA	0
chr7	3010058	nsc_1_mat	NA	0
chr7	3010058	nsc_1_pat	NA	0
chr7	3010058	nsc_2_mat	NA	0
chr7	3010058	nsc_2_pat	NA	0
chr7	3010058	nsc_3_mat	NA	0
chr7	3010058	nsc_3_pat	0	1
chr7	3010157	nsc_1_mat	NA	0
chr7	3010157	nsc_1_pat	NA	0
chr7	3010157	nsc_2_mat	NA	0
chr7	3010157	nsc_2_pat	NA	0
chr7	3010157	nsc_3_mat	0	1
chr7	3010157	nsc_3_pat	NA	0
chr7	3010159	nsc_1_mat	NA	0
chr7	3010159	nsc_1_pat	NA	0
chr7	3010159	nsc_2_mat	NA	0
chr7	3010159	nsc_2_pat	NA	0
chr7	3010159	nsc_3_mat	1	1
chr7	3010159	nsc_3_pat	NA	0
chr7	3010264	nsc_1_mat	NA	0
chr7	3010264	nsc_1_pat	NA	0
chr7	3010264	nsc_2_mat	NA	0
chr7	3010264	nsc_2_pat	NA	0
chr7	3010264	nsc_3_mat	NA	0
chr7	3010264	nsc_3_pat	1	1
chr7	3010390	nsc_1_mat	NA	0
chr7	3010390	nsc_1_pat	NA	0
chr7	3010390	nsc_2_mat	0	1
chr7	3010390	nsc_2_pat	NA	0
